HNX30
209.91
1.05	0.5
40298500	510.51	
SHS	9.5	7.9	8.7	8.6	22630	8.7	30600	8.8	110	0.1	1.15	8.8	1890	156670	8.9	11640	9	19200	9.1	18510	9.1	8.6	8.86	180	9460	8393493	0	0	
VC3	18	14.8	16.4	16	830	16.1	1290	16.2	510	-0.1	-0.61	16.3	100	18080	16.3	510	16.4	570	16.5	1040	16.4	16.2	16.26	0	0	2988123	0	0	
SLS	60	49.2	54.6	53	100	53.1	110	53.2	30	-0.6	-1.1	54	10	460	54.3	10	54.4	10	54.5	40	54.4	53	53.08	0	0	443620	0	0	
NRC	9.4	7.8	8.6	8.4	2940	8.5	580	8.6	1100	0	0	8.6	10	2050	8.8	1100	8.9	40	9	410	8.8	8.6	8.72	20	0	669305	0	0	
KLF	2	1.8	1.9	0	0	0	0	1.8	561180	-0.1	-5.26	1.8	170	159750	1.9	55760	2	365520	0	0	2	1.8	1.89	0	0	7979725	0	0	
DGC	35.5	29.1	32.3	32.4	1420	32.5	2310	32.6	1020	0.3	0.93	32.6	200	17490	32.7	120	32.8	1550	32.9	1280	32.8	32.1	32.57	0	0	6227640	0	0	
ACB	24.6	20.2	22.4	22.2	50990	22.3	49190	22.4	9260	0	0	22.4	10	483910	22.5	21150	22.6	21210	22.7	32100	22.7	22.3	22.46	0	0	0	0	0	
BVS	9.7	8.1	8.9	8.6	2300	8.7	4750	8.8	1250	0	0	8.9	140	16320	8.9	4380	9	2250	9.1	1590	8.9	8.7	8.82	2200	5300	1658447	0	0	
VGS	8.8	7.2	8	7.6	600	7.8	300	7.9	1500	0	0	8	50	6620	8.1	2150	8.2	850	8.3	3440	8.1	7.9	8.02	0	0	1997555	0	0	
VCS	72.1	59.1	65.6	65.5	240	65.6	1030	65.7	100	0.1	0.15	65.7	20	30520	65.8	410	65.9	130	66	610	67	65	65.69	590	0	7418370	0	0	
VCG	27.6	22.6	25.1	24.7	1000	24.8	2550	24.9	1220	-0.2	-0.8	24.9	150	6780	25	600	25.1	2220	25.2	510	25	24.9	24.99	0	2120	21438779	0	0	
TVC	34.6	28.4	31.5	32.8	1510	32.9	1350	33	970	1.5	4.76	33	60	30310	33.1	540	33.2	470	33.3	1050	33.3	31.7	32.54	0	0	1960658	0	0	
MBS	10.4	8.6	9.5	9.3	900	9.4	1330	9.5	1610	0.1	1.05	9.6	300	2250	9.6	2230	9.7	1830	9.8	1690	9.6	9.5	9.55	0	0	8045509	0	0	
L14	73.1	59.9	66.5	63.5	70	63.7	10	64	390	-2.5	-3.76	64	40	6320	64.8	100	64.9	20	65	250	67	64	65.05	0	0	904803	0	0	
DP3	90.6	74.2	82.4	84	130	85	140	85.2	20	2.9	3.52	85.3	10	2050	85.4	10	85.5	20	86.5	100	90.6	83.5	86.54	10	0	417194	0	0	
PVI	34.1	27.9	31	30.3	110	30.4	130	30.5	10	-0.5	-1.61	30.5	190	1650	30.9	520	31	2800	31.1	210	30.7	30.4	30.51	700	0	10698797	0	0	
PVC	5.9	4.9	5.4	5	4460	5.1	8370	5.2	5560	-0.1	-1.85	5.3	100	23170	5.3	2150	5.4	2830	5.5	6310	5.4	5.2	5.27	1350	0	1888524	0	0	
DTD	13.4	11	12.2	11.8	510	11.9	890	12	770	-0.1	-0.82	12.1	450	8130	12.1	240	12.2	200	12.3	490	12.4	12	12.22	0	0	1202779	0	0	
NDN	18.7	15.3	17	16.6	550	16.7	2160	16.8	2300	-0.1	-0.59	16.9	100	56610	16.9	4360	17	3950	17.1	4780	17.1	16.4	16.78	0	0	2318237	0	0	
LHC	77.2	63.2	70.2	65.1	10	66	150	66.1	60	-4	-5.7	66.2	10	730	69.5	30	69.9	30	70	340	69.5	66	69.26	0	40	94456	0	0	
PVS	14.1	11.7	12.9	12.2	8070	12.3	15650	12.4	9880	-0.5	-3.88	12.4	20	830090	12.5	2040	12.6	7870	12.7	23380	13	12.4	12.66	100	0	17380731	0	0	
TNG	15.1	12.5	13.8	13.3	2810	13.4	4740	13.5	5680	-0.3	-2.17	13.5	2110	124990	13.7	80	13.8	550	13.9	16510	13.9	13.5	13.7	250	0	2767418	0	0	
VMC	11	9	10	9.1	100	9.6	110	9.7	40	-0.3	-3	9.7	10	230	9.8	250	9.9	100	10	550	9.8	9.7	9.8	0	0	921000	0	0	
HUT	2.2	1.8	2	0	0	1.8	203560	1.9	190250	-0.1	-5	1.9	400	539910	2	21080	2.1	295900	2.2	238870	2.1	1.9	1.99	0	0	12144527	0	0	
SHB	13.2	10.8	12	12.9	38650	13	30670	13.1	740	1.2	10	13.2	10	1383620	13.2	86870	0	0	0	0	13.2	11.5	12.77	863	220000	34380670	0	0	
PVB	15.6	12.8	14.2	13.5	620	13.6	750	13.7	310	-0.4	-2.82	13.8	10	18380	13.8	260	13.9	1060	14	200	14.4	13.8	14.02	0	0	1057591	0	0	
DDG	29.2	24	26.6	26.4	100	26.5	420	26.6	20	0.1	0.38	26.7	10	7850	26.7	90	26.8	430	26.9	380	26.7	26.2	26.41	0	0	1199990	0	0	
CAP	36.9	30.3	33.6	32.8	70	32.9	170	33	50	-0.1	-0.3	33.5	10	1640	33.5	430	33.7	60	33.8	80	33.5	32.7	33.06	0	0	247998	0	0	
CEO	8.4	7	7.7	7.4	57400	7.5	30600	7.6	3680	0	0	7.7	600	89360	7.7	13980	7.8	42360	7.9	15520	7.8	7.6	7.67	260	500	8576732	0	0	
DHT	50.3	41.3	45.8	44.6	80	44.7	240	44.8	40	-0.5	-1.09	45.3	10	3910	45	100	45.3	90	45.4	200	46.2	44.7	45.07	0	0	969325	0	0	
