HNXLCAP
171.83
1.59	0.93
31712800	408.08	
BCC	8.4	7	7.7	7.4	3730	7.5	1370	7.6	1090	0.2	2.6	7.9	10	6620	7.9	1490	8	1190	8.1	1110	7.9	7.6	7.77	0	0	4905886	0	0	
HHC	111.1	90.9	101	0	0	0	0	0	0	0	0	0	0	0	105	30	0	0	0	0	0	0	101	0	0	799044	0	0	
PVI	33.8	27.8	30.8	30.2	100	30.3	50	30.4	210	0	0	30.8	10	2630	30.8	120	30.9	560	31	1370	30.9	30.3	30.7	1500	1200	10693297	0	0	
ART	2.9	2.5	2.7	2.5	63870	2.6	98770	2.7	1810	0	0	2.7	1130	110480	2.8	132900	2.9	158500	0	0	2.8	2.7	2.7	100	50	4206998	0	0	
AMV	18.4	15.2	16.8	16.6	6060	16.7	4990	16.8	90	0	0	16.8	10	36390	16.9	1870	17	770	17.1	700	16.9	16.4	16.76	550	4240	1767648	0	0	
TNG	15.1	12.5	13.8	13.6	9990	13.7	6620	13.8	11060	0	0	13.8	30	119240	13.9	1490	14	7300	14.1	5740	14.2	13.8	13.88	0	0	2767323	0	0	
IVS	7.8	6.4	7.1	6.7	30	7	150	7.1	240	0	0	7.1	100	940	7.6	160	7.7	2240	7.8	120	7.2	7.1	7.16	50	0	1641593	0	0	
CEO	8.1	6.7	7.4	7.2	7200	7.3	10710	7.4	15570	0	0	7.4	30	27040	7.5	3990	7.6	22980	7.7	40310	7.5	7.4	7.44	0	0	8578232	0	0	
CAG	94.4	77.4	85.9	0	0	0	0	0	0	0	0	0	0	0	0	10	77.4	70	85.9	30	0	0	85.9	0	0	676200	0	0	
TAR	29	23.8	26.4	24	3210	24.1	2530	24.2	1490	-2.2	-8.33	24.2	10	30640	24.7	10	24.8	150	24.9	110	26.5	24.2	25.34	0	0	1714180	0	0	
VCG	27.6	22.6	25.1	24.7	820	24.8	620	24.9	510	0	0	25.1	80	3890	25.1	4970	25.2	760	25.3	300	25.1	25	25.06	0	0	21442549	0	0	
OCH	8.5	7.1	7.8	0	0	0	0	7.1	50	0	0	0	0	0	7.8	30	8	290	8.5	1570	0	0	7.8	0	0	9799570	0	0	
DL1	12.6	10.4	11.5	0	0	0	0	0	0	0.9	7.83	12.4	10	40	12.4	10	0	0	0	0	12.4	11.8	12	0	0	4853751	0	0	
DHT	49.5	40.5	45	44.5	260	44.6	290	44.7	30	-0.3	-0.67	44.7	270	680	45	120	45.1	210	45.2	10	45.3	44.6	44.75	0	50	969245	0	0	
DGC	39	32	35.5	36.5	950	36.6	1620	36.7	810	1.3	3.66	36.8	70	26330	36.8	2580	36.9	1720	37	5710	37.2	35.6	36.68	0	3700	6228460	0	0	
NVB	9	7.4	8.2	7.8	20740	7.9	11000	8	890	-0.1	-1.22	8.1	840	163740	8.1	4550	8.2	4820	8.3	2900	8.2	7.9	7.95	0	0	10469333	0	0	
NTP	38.3	31.5	34.9	35.2	330	35.3	30	35.4	40	0.6	1.72	35.5	50	14340	35.5	260	35.6	1540	35.7	2040	35.7	35	35.32	8020	0	2961479	0	0	
HGM	35.8	29.4	32.6	0	0	29.4	40	32.6	50	3.2	9.82	35.8	10	380	35.8	10	0	0	0	0	35.8	29.4	29.72	0	0	615040	0	0	
PTI	19.9	16.3	18.1	17.1	10	17.3	10	18	20	0	0	0	0	0	19.2	20	19.3	60	19.4	20	0	0	18.1	0	0	913545	0	0	
CTX	10.2	8.4	9.3	8.9	170	9	300	9.1	10	0.2	2.15	9.5	10	10	9.4	70	9.5	150	9.6	100	9.5	9.5	9.5	0	0	3865356	0	0	
TVC	34.3	28.1	31.2	30.5	1880	30.6	1270	30.7	1940	-0.4	-1.28	30.8	280	19940	30.8	360	30.9	540	31	270	31.7	30.4	30.99	0	0	1960658	0	0	
CTB	34.6	28.4	31.5	29	20	29.5	200	29.8	20	0	0	0	0	0	33	100	34.6	50	0	0	0	0	31.5	0	0	586225	0	0	
PLC	18.8	15.4	17.1	16.6	550	16.7	1840	16.8	3660	-0.3	-1.75	16.8	100	37110	16.9	830	17.1	2170	17.2	1830	17.3	16.8	17.01	0	0	3897217	0	0	
PHP	10.1	8.3	9.2	9	360	9.1	130	9.2	10	0.1	1.09	9.3	30	1260	9.4	510	9.5	160	9.6	50	9.3	9.2	9.3	0	0	16010507	0	0	
NDN	19.4	16	17.7	17.5	3680	17.6	2590	17.7	10	0.1	0.56	17.8	30	13330	17.8	1720	17.9	1550	18	1730	17.8	17.5	17.66	0	0	2318237	0	0	
VIX	5.5	4.5	5	4.7	1510	4.8	1430	4.9	5860	-0.1	-2	4.9	70	7060	5	400	5.1	1430	5.2	990	5.1	4.9	4.95	0	0	5565390	0	0	
VHL	27.2	22.4	24.8	25.7	20	26.5	40	27.2	190	2.4	9.68	27.2	30	1590	0	0	0	0	0	0	27.2	25.6	26.95	0	0	1174192	0	0	
L14	71.5	58.5	65	64.6	210	64.7	140	64.8	10	0.4	0.62	65.4	10	4040	65.4	30	65.5	130	65.6	90	66	64.7	65.17	0	0	904963	0	0	
VCS	73.7	60.3	67	67	4320	67.1	510	67.2	30	0.3	0.45	67.3	100	21490	67.3	150	67.4	110	67.5	830	68.1	66.9	67.19	310	0	7417710	0	0	
VC3	17.7	14.5	16.1	16	640	16.1	630	16.2	220	0.2	1.24	16.3	30	17410	16.3	730	16.4	290	16.5	1020	16.4	16.1	16.27	0	0	2988123	0	0	
KLF	2	1.8	1.9	0	0	0	0	1.8	323500	0	0	1.9	100	121990	1.9	111170	2	390600	0	0	1.9	1.8	1.87	0	0	7978955	0	0	
IDV	44	36	40	38.6	50	39	340	39.6	190	-0.1	-0.25	39.9	80	2290	39.9	250	40	530	40.6	50	40	39.9	39.94	980	0	634017	0	0	
IDJ	15.6	12.8	14.2	13.7	60	13.8	1290	13.9	390	-0.2	-1.41	14	60	12910	14	280	14.2	790	14.3	310	14.5	13.9	14.13	0	0	1449955	0	0	
MBS	11.4	9.4	10.4	10.1	950	10.2	1000	10.3	2720	0	0	10.4	30	28550	10.4	1490	10.5	2800	10.6	200	10.5	10.2	10.28	0	0	8045509	0	0	
HUT	2.2	1.8	2	0	0	1.8	154940	1.9	135250	0	0	2	10	285410	2	101590	2.1	257080	2.2	154460	2	1.9	1.94	3000	0	12143068	0	0	
SHB	14.9	12.3	13.6	13.8	26580	13.9	2490	14	8000	0.5	3.68	14.1	30	924140	14.1	18500	14.2	56650	14.3	61620	14.3	13.4	13.91	21300	8310	34780293	0	0	
PVS	14	11.6	12.8	12.4	61790	12.5	72180	12.6	6280	-0.2	-1.56	12.6	970	459080	12.7	20540	12.8	36410	12.9	31030	12.8	12.5	12.64	0	4700	17357531	0	0	
S99	8.6	7.2	7.9	7.2	20	7.3	100	7.5	30	0.1	1.27	8	20	1800	8	340	8.2	30	8.4	100	8.5	7.9	7.94	0	0	2535939	0	0	
LAS	7.1	5.9	6.5	6.1	2550	6.2	5180	6.3	4960	-0.1	-1.54	6.4	10	9970	6.4	1400	6.5	3780	6.6	2560	6.5	6.3	6.36	0	0	5323506	0	0	
PGS	18.1	14.9	16.5	15.5	80	15.7	580	15.8	210	-0.7	-4.24	15.8	100	1630	16.1	440	16.2	30	16.3	460	16.3	15.8	15.91	0	760	1985957	0	0	
VNR	20.7	17.1	18.9	18.3	50	18.4	50	18.5	50	-0.3	-1.59	18.6	10	1170	19.8	110	19.9	700	20	580	19.9	18.6	19.71	1000	0	2721179	0	0	
TIG	7.2	6	6.6	6.3	28650	6.4	24470	6.5	10470	0	0	6.6	50	84560	6.6	14270	6.7	14840	6.8	39360	6.6	6.4	6.53	20	0	2874726	0	0	
ACB	25	20.6	22.8	22.7	15960	22.8	33460	22.9	16470	0.1	0.44	22.9	10	356780	23	2430	23.1	10030	23.2	14500	23.2	22.8	23	0	0	0	0	0	
INN	28	23	25.5	24.6	650	24.7	110	24.8	70	-0.3	-1.18	25.2	10	700	25.2	440	25.4	10	25.5	50	25.5	25	25.07	0	0	706541	0	0	
BVS	10.3	8.5	9.4	9.1	840	9.2	1480	9.3	610	0	0	9.4	10	6070	9.4	1560	9.5	3690	9.6	820	9.4	9.2	9.36	500	2000	1673007	0	0	
MBG	6.9	5.7	6.3	6.1	1690	6.2	4900	6.3	3540	0.1	1.59	6.4	290	78900	6.4	3220	6.5	3750	6.6	6890	6.6	6	6.38	0	0	2111227	0	0	
DNP	18.7	15.3	17	16.2	550	16.3	1500	16.4	50	0	0	0	0	0	17	780	17.2	2000	17.5	300	0	0	17	0	0	3020608	0	0	
SJE	20.9	17.1	19	0	0	17.3	100	18	160	-1	-5.26	18	140	2350	19	40	19.5	300	19.8	100	19	18	18.09	0	0	889096	0	0	
SHS	9.9	8.1	9	8.7	12700	8.8	17050	8.9	17400	-0.1	-1.11	8.9	1850	125460	9	6040	9.1	11400	9.2	18690	9.1	8.9	9.03	0	10710	8432988	0	0	
SHN	7.4	6.2	6.8	6.4	80	6.5	210	6.6	110	0	0	6.8	90	900	7	30	7.1	200	7.2	560	6.8	6.8	6.8	0	0	6343684	0	0	
