VNSML
728
8.27	1.14
719.83	0.01	14040	0.04	
727.78	1.11	58319200	505.11	
727.87	1.12	61076700	527.23	
CNG	22.2	19.3	20.75	20.65	25	20.7	6	20.75	112	0.05	0.24	20.8	5	386	21	79	21.5	50	22	130	20.8	21	20.65	0	0	756195	
HHS	4.4	3.84	4.12	4.13	2500	4.14	7186	4.15	3503	0.03	0.73	4.15	12672	298439	4.17	3652	4.18	3635	4.19	2570	4.15	4.3	4.14	100	10143	12590477	
CCL	7.51	6.53	7.02	6.96	320	7	30	7.01	400	0.08	1.14	7.1	75	24288	7.1	410	7.11	156	7.12	130	7.1	7.1	6.92	0	200	2112039	
HAP	3.35	2.93	3.14	3.1	600	3.11	763	3.12	300	-0.01	-0.32	3.13	350	3155	3.13	150	3.14	1562	3.15	1020	3.13	3.14	3.08	0	300	2326944	
HAX	12.55	10.95	11.75	11.3	710	11.35	2079	11.4	344	-0.35	-2.98	11.4	2430	17305	11.6	100	11.65	20	11.7	185	11.4	11.6	11.2	0	0	1539607	
TVT	21.4	18.6	20	19.8	25	20	16	20.5	65	0.6	3	20.6	6	152	20.6	114	20.8	15	21	328	20.6	20.6	20.5	0	0	1026451	
KMR	2.32	2.02	2.17	2.16	301	2.17	260	2.18	556	0.01	0.46	2.18	445	7838	2.19	450	2.2	528	2.21	540	2.18	2.2	2.15	0	0	2120047	
TRC	29.85	25.95	27.9	27.8	20	27.9	30	28	74	1.1	3.94	29	1	666	29	144	29.3	50	29.35	40	29	29	28	0	0	1220720	
SCD	23	20	21.5	21	173	21.2	110	21.3	56	0	0	21.5	2	281	21.5	42	21.7	218	21.8	320	0	21.5	21.1	19	8	345426	
LSS	5	4.36	4.68	4.69	30	4.7	550	4.71	650	0.07	1.5	4.75	300	3390	4.75	120	4.78	50	4.79	806	4.75	4.8	4.75	0	0	3317491	
C32	26.95	23.45	25.2	24.85	1	24.9	13	24.95	7	-0.25	-0.99	24.95	135	1881	25.2	677	25.3	289	25.4	100	24.95	25.2	24.8	1	0	339735	
DAG	5.67	4.93	5.3	5.24	274	5.25	375	5.26	185	-0.04	-0.75	5.26	350	19685	5.28	5	5.29	300	5.3	1644	5.26	5.35	5.2	0	0	2102391	
IJC	12.8	11.2	12	12.3	1485	12.4	650	12.45	300	0.5	4.17	12.5	1795	24199	12.5	2659	12.55	4109	12.6	950	12.5	12.55	11.9	395	0	6515863	
DVP	36.35	31.65	34	34.1	651	34.15	30	34.2	335	0.25	0.74	34.25	52	1753	34.25	197	34.3	25	34.4	40	34.25	34.25	33.8	0	37	1407378	
KSB	23.3	20.3	21.8	23	3059	23.05	2138	23.1	2093	1.35	6.19	23.15	4072	142373	23.15	100	23.2	1851	23.25	3257	23.15	23.2	21.8	2426	26144	2047441	
NAF	26.75	23.25	25	24.8	1598	24.9	1250	25	599	0.2	0.8	25.2	270	5259	25.2	158	25.3	400	25.4	250	25.2	25.2	24.1	0	0	4117225	
