HNX30
237.16
0.31	0.13
45388100	521.33	
VGS	9	7.4	8.2	7.9	310	8	490	8.1	590	0	0	8.2	10	2190	8.2	420	8.3	2010	8.4	4120	8.3	8.1	8.22	0	463	1997545	
DGC	45.7	37.5	41.6	40.7	130	40.8	560	40.9	420	-0.7	-1.68	40.9	50	27040	41	100	41.2	270	41.3	660	41.5	40	40.95	0	0	6231385	
BVS	12.3	10.1	11.2	10.7	1620	10.8	1690	10.9	1610	-0.2	-1.79	11	200	20670	11	460	11.1	640	11.2	2030	11.3	10.8	11.07	4600	2000	1679617	
VC3	18.3	15.1	16.7	16.3	610	16.4	630	16.5	110	-0.2	-1.2	16.5	140	16460	16.7	930	16.8	950	16.9	1040	16.7	16.4	16.58	0	0	2988763	
VCS	76.1	62.3	69.2	68	2700	68.1	60	68.2	1210	-0.9	-1.3	68.3	40	23440	68.3	180	68.4	10	68.5	60	70	67.9	68.41	150	50	7401000	
VCG	27.7	22.7	25.2	24.8	230	24.9	430	25	80	0	0	25.2	80	8980	25.2	370	25.3	190	25.4	1200	25.4	24.9	25.02	0	0	21442549	
NRC	11.3	9.3	10.3	10.3	370	10.4	50	10.5	600	0.2	1.94	10.5	40	11080	10.7	100	10.8	100	10.9	50	11	10.2	10.64	0	42	671185	
KLF	2.4	2	2.2	0	0	0	0	2	245490	-0.2	-9.09	2	2300	639730	2.1	65010	2.2	213800	2.3	160010	2.2	2	2.1	400	0	7978255	
SHS	13.9	11.5	12.7	13.3	5730	13.4	7400	13.5	5360	0.9	7.09	13.6	200	455910	13.6	10650	13.7	3590	13.8	17940	13.9	12.1	12.88	150	18550	8715403	
ACB	27.9	22.9	25.4	25.2	32070	25.3	30150	25.4	5860	0.1	0.39	25.5	20	352960	25.5	39310	25.6	30960	25.7	27730	25.6	25.2	25.4	0	0	0	
SLS	60.5	49.5	55	54.1	10	55	10	55.6	10	2.3	4.18	57.3	10	1920	57.3	40	57.5	160	58	230	57.5	54	55.75	0	0	443620	
L14	74.2	60.8	67.5	73.1	150	73.8	100	74.1	10	6.7	9.93	74.2	40	18730	74.2	770	0	0	0	0	74.2	67.5	70.64	0	0	904963	
PVI	33.7	27.7	30.7	30.7	140	30.8	100	30.9	30	0.2	0.65	30.9	300	10670	31	490	31.1	500	31.2	120	31.3	30.5	30.94	110	0	10693767	
PVC	6.8	5.6	6.2	5.7	3300	5.8	9980	5.9	4230	-0.3	-4.84	5.9	10	59920	6	4020	6.1	3850	6.2	5010	6.1	5.9	5.96	300	1450	1892592	
MBS	12.5	10.3	11.4	11.1	4290	11.2	5310	11.3	4810	-0.1	-0.88	11.3	520	30850	11.4	2300	11.5	1800	11.6	1910	11.4	11.1	11.31	340	0	8044879	
TVC	28.6	23.4	26	25.6	3550	25.7	4450	25.8	450	-0.2	-0.77	25.8	720	70140	25.9	630	26	3080	26.1	630	26	23.4	23.76	0	0	1959758	
DP3	76	62.2	69.1	69.3	100	69.4	20	69.6	70	0.8	1.16	69.9	20	280	69.9	380	70	200	71	20	70	69.2	69.81	0	30	417434	
DDG	30.1	24.7	27.4	27.3	650	27.4	380	27.5	340	0.2	0.73	27.6	10	10640	27.6	180	27.7	160	27.8	100	27.8	27	27.42	0	0	1451980	
CAP	31.9	26.1	29	28.4	10	28.5	180	28.6	100	-0.1	-0.34	28.9	10	480	28.9	80	29	100	29.1	110	28.9	28.6	28.75	0	0	248198	
CEO	9.4	7.8	8.6	9.1	10370	9.2	31600	9.3	68810	0.8	9.3	9.4	40	452640	9.4	10920	0	0	0	0	9.4	8.4	9.12	5010	60	8551182	
PVS	15.4	12.6	14	13.5	40120	13.6	66890	13.7	18640	-0.3	-2.14	13.7	50	711940	13.8	34070	13.9	17840	14	56280	14.1	13.7	13.85	80	0	17449628	
PVB	17.4	14.4	15.9	15.8	1220	15.9	940	16	190	0.2	1.26	16.1	70	47510	16.1	740	16.2	1860	16.3	1110	16.5	15.3	15.95	5000	0	1052591	
DTD	13.6	11.2	12.4	12.1	610	12.2	570	12.3	100	0	0	12.4	140	4950	12.4	1080	12.5	290	12.6	2050	12.4	12.2	12.34	0	0	1202979	
NDN	21	17.2	19.1	18.3	300	18.4	150	18.5	100	-0.5	-2.62	18.6	500	93840	18.6	510	18.7	1610	18.8	1010	21	17.3	18.37	0	0	2319657	
LHC	77.9	63.9	70.9	70	200	70.1	90	70.5	10	0	0	70.9	30	490	71	60	71.4	100	71.5	200	70.9	70.9	70.9	0	0	94876	
VMC	11	9	10	9.7	400	9.8	100	9.9	60	-0.1	-1	9.9	100	660	10	20	10.2	100	10.3	10	10	9.8	9.96	0	0	920750	
DHT	49.5	40.5	45	45.1	1500	45.2	630	45.3	40	0.5	1.11	45.5	20	5090	45.7	190	45.8	210	46	340	45.7	45	45.45	4	0	969301	
SHB	18	14.8	16.4	15.9	8220	16	22770	16.1	26590	-0.3	-1.83	16.1	20	404330	16.2	11680	16.3	14050	16.4	47520	16.5	16.1	16.22	15	31571	44128458	
HUT	2.7	2.3	2.5	0	0	2.3	105710	2.4	126390	0	0	2.5	1900	902050	2.5	5580	2.6	158160	2.7	340290	2.6	2.4	2.52	3210	10000	12123291	
TNG	16.3	13.5	14.9	14.3	1660	14.4	3680	14.5	7630	-0.4	-2.68	14.5	140	153220	14.6	1540	14.7	3150	14.8	3260	15.2	14.5	14.87	960	0	2772376	
