HNXMSCAP
140.94
0.07	0.05
8967400	52.02	
NGC	3.3	2.7	3	0	0	0	0	0	0	0	0	0	0	0	3	3100	3.3	180	0	0	0	0	3	0	0	81496	0	0	
TSB	7.7	6.3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	330508	0	0	
L43	2.9	2.5	2.7	0	0	0	0	0	0	0	0	0	0	0	2.8	50	2.9	50	0	0	0	0	2.7	0	0	171450	0	0	
VHE	6.8	5.6	6.2	5.8	250	5.9	100	6	100	0	0	6.2	100	200	6.2	330	6.3	100	6.4	70	6.2	6.1	6.2	0	0	0	0	0	
CSC	25.1	20.7	22.9	21.3	790	21.4	10	21.5	120	-0.6	-2.62	22.3	10	560	22.5	30	22.9	100	23.2	40	22.8	21.1	21.69	0	0	941989	0	0	
VXB	7	5.8	6.4	0	0	0	0	0	0	-0.6	-9.37	5.8	40	40	5.8	10	6.3	60	6.4	1000	5.8	5.8	5.8	0	0	198381	0	0	
SSM	7.9	6.5	7.2	0	0	0	0	0	0	0	0	0	0	0	7.8	150	7.9	270	0	0	0	0	7.2	0	0	248263	0	0	
LUT	1.9	1.7	1.8	0	0	0	0	0	0	0	0	1.8	10	70	1.8	60	1.9	60	0	0	1.8	1.7	1.71	50	0	732722	0	0	
CTC	3.3	2.7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	430569	0	0	
KTT	4.5	3.7	4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1	0	0	143424	0	0	
KTS	9.3	7.7	8.5	0	0	7.7	20	8	210	0	0	0	0	0	9	140	0	0	0	0	0	0	8.5	0	0	192493	0	0	
CTP	3.1	2.7	2.9	0	0	2.7	620	2.8	100	0.1	3.45	3	10	80	3	1150	3.1	200	0	0	3	2.9	2.91	0	0	583701	0	0	
SCI	14.8	12.2	13.5	13.6	480	13.7	790	13.8	810	0.5	3.7	14	80	20850	14	540	14.1	670	14.2	1030	14.5	13.6	13.99	0	0	592894	0	0	
SED	16	13.2	14.6	13.7	10	13.8	30	13.9	10	-0.6	-4.11	14	10	360	14	490	14.6	10	14.7	40	14.7	14	14.03	140	360	335809	0	0	
THB	9.9	8.1	9	8.1	50	8.2	50	8.3	100	-0.7	-7.78	8.3	100	100	8.9	10	9	160	9.9	150	8.3	8.3	8.3	0	0	513483	0	0	
BTW	53.9	44.1	49	0	0	0	0	0	0	0	0	0	0	0	45.5	20	48	30	49	210	0	0	49	0	0	265131	0	0	
BTS	4.5	3.7	4.1	3.7	60	3.8	10	3.9	10	0	0	0	0	0	4.1	1000	4.2	10	4.3	20	0	0	4.1	0	0	5863673	0	0	
LIG	3.5	2.9	3.2	0	0	2.9	5370	3	8260	0	0	3.2	10	5100	3.2	3900	3.3	660	3.4	1960	3.2	3	3.09	0	0	2136093	0	0	
QST	12.7	10.5	11.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.6	0	0	79380	0	0	
THT	8.8	7.2	8	7.7	510	7.8	700	7.9	210	-0.1	-1.25	7.9	90	2490	8	700	8.1	1300	8.2	1020	8.5	7.9	8.18	0	0	726556	0	0	
THS	7.9	6.5	7.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.2	0	0	146790	0	0	
DID	5.5	4.5	5	0	0	0	0	0	0	0	0	0	0	0	4.5	2650	5.5	200	0	0	0	0	5	0	0	389730	0	0	
SFN	28	23	25.5	0	0	0	0	23	10	0	0	0	0	0	28	10	0	0	0	0	0	0	25.5	0	0	144576	0	0	
SHE	19.8	16.2	18	17	120	17.4	150	18	30	0	0	18	10	110	18.6	10	18.7	70	19	100	18	18	18	0	0	229040	0	0	
ITQ	2.7	2.3	2.5	0	0	2.3	20020	2.4	5090	0	0	2.5	10	4120	2.5	15220	2.6	23810	2.7	13840	2.5	2.4	2.43	0	0	1165771	0	0	
HTC	25.8	21.2	23.5	0	0	0	0	23	50	0	0	0	0	0	25.6	10	0	0	0	0	0	0	23.5	0	0	524030	0	0	
PSW	7.3	6.1	6.7	0	0	0	0	0	0	0	0	0	0	0	7.3	60	0	0	0	0	0	0	6.7	0	0	817960	0	0	
CIA	12.8	10.6	11.7	11.6	510	11.7	290	11.8	10	0.1	0.85	11.8	30	970	11.9	50	12	710	12.3	10	11.8	11.6	11.77	0	0	565434	0	0	
PSI	2.5	2.1	2.3	0	0	2.1	10	2.2	10	0	0	0	0	0	2.4	10	2.5	20	0	0	0	0	2.3	0	0	2039450	0	0	
SJ1	27.5	22.5	25	0	0	0	0	0	0	0	0	0	0	0	22.5	2050	25	100	27.5	10	0	0	25	0	0	1029806	0	0	
HTP	8.8	7.2	8	7.3	90	7.4	60	8	190	0	0	0	0	0	8.8	10	0	0	0	0	0	0	8	0	0	88044	0	0	
WSS	1.9	1.7	1.8	0	0	0	0	1.7	1890	0	0	0	0	0	1.8	210	1.9	190	0	0	0	0	1.8	0	0	2346830	0	0	
BII	0.8	0.6	0.7	0	0	0	0	0.6	121960	0	0	0.7	60	9880	0.7	80	0.8	42370	0	0	0.8	0.6	0.7	0	0	2470175	0	0	
PEN	5.6	4.6	5.1	0	0	4.6	70	5.6	50	-0.5	-9.8	4.6	540	540	0	0	0	0	0	0	4.6	4.6	4.6	0	0	245000	0	0	
VC7	6.6	5.4	6	0	0	0	0	5.4	800	0.4	6.67	6.4	180	1820	6.4	400	6.5	2200	6.6	590	6.5	5.6	6.31	1700	0	1118640	0	0	
DPC	11.5	9.5	10.5	9.8	50	10.2	30	10.3	10	-0.3	-2.86	10.2	100	100	10.6	30	10.8	100	10.9	100	10.2	10.2	10.2	0	0	106768	0	0	
VCC	10.6	8.8	9.7	0	0	9	1000	9.5	400	-0.2	-2.06	9.5	100	100	9.7	50	10.6	10	0	0	9.5	9.5	9.5	0	0	587210	0	0	
VC1	12.7	10.5	11.6	0	0	0	0	0	0	0	0	0	0	0	11.6	110	12.7	50	0	0	0	0	11.6	0	0	557269	0	0	
