HNXCON
111.95
-0.25	-0.23
8382000	26.20	
UNI	4.5	3.7	4.1	0	0	3.7	150	3.8	500	0	0	0	0	0	4.1	200	4.2	150	4.5	160	0	0	4.1	0	0	739633	0	0	
QTC	19.5	16.1	17.8	16.3	260	16.6	10	16.7	10	0.6	3.37	18.4	10	10	18.4	50	18.5	60	18.9	20	18.4	18.4	18.4	0	0	48926	0	0	
VE8	9.9	8.1	9	0	0	0	0	0	0	0	0	0	0	0	9.2	10	9.5	100	0	0	0	0	9	0	0	87680	0	0	
TKC	3.6	3	3.3	0	0	3	780	3.1	60	-0.1	-3.03	3.2	310	1000	3.2	190	3.3	730	3.4	1450	3.3	3.1	3.16	0	0	556469	0	0	
VMC	10.6	8.8	9.7	9.6	290	9.7	760	9.8	10	0.3	3.09	10	10	2700	10	260	10.2	20	10.4	270	10	9.6	9.66	0	0	921000	0	0	
VMI	0.7	0.5	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	449469	0	0	
SDT	3.1	2.7	2.9	0	0	2.7	440	2.8	1220	0	0	2.9	10	10900	2.9	3090	3	1470	3.1	7680	3	2.8	2.9	0	0	1717326	0	0	
LHC	77.4	63.4	70.4	63.7	100	64	100	69	50	-0.2	-0.28	70.2	60	980	69.9	20	70	340	70.2	50	70.3	69.5	70.01	0	0	94456	0	0	
LUT	1.9	1.7	1.8	0	0	0	0	0	0	0	0	1.8	10	70	1.8	60	1.9	60	0	0	1.8	1.7	1.71	50	0	732722	0	0	
DC4	14.8	12.2	13.5	0	0	0	0	0	0	0.4	2.96	13.9	10	40	13.9	80	14	320	14.4	20	14	12.3	13.43	0	0	1468583	0	0	
MST	3	2.6	2.8	2.6	25990	2.7	49040	2.8	49480	0	0	2.8	130	69730	2.9	50250	3	78430	0	0	2.9	2.7	2.83	0	0	1724909	0	0	
PIC	9.4	7.8	8.6	7.8	40	8	30	8.2	20	0.3	3.49	8.9	10	10	8.9	40	9.2	80	0	0	8.9	8.9	8.9	0	0	1633642	0	0	
L14	73.7	60.3	67	66.1	110	66.2	10	66.4	220	-0.5	-0.75	66.5	10	2990	66.9	20	67	190	67.6	100	68.5	66.3	67.32	0	0	904803	0	0	
VC1	12.7	10.5	11.6	0	0	0	0	0	0	0	0	0	0	0	11.6	110	12.7	50	0	0	0	0	11.6	0	0	557269	0	0	
VC2	15	12.4	13.7	12.5	20	12.6	20	13.7	30	0	0	13.7	10	50	15	50	0	0	0	0	13.7	13.6	13.64	0	0	730378	0	0	
CMS	2.7	2.3	2.5	0	0	2.3	510	2.4	1770	0	0	2.5	270	2770	2.5	270	2.6	950	2.7	310	2.5	2.4	2.43	0	0	816716	0	0	
VC6	7.9	6.5	7.2	6.5	30	6.6	20	7.2	300	0	0	0	0	0	7.5	20	0	0	0	0	0	0	7.2	0	0	311542	0	0	
VC7	6.6	5.4	6	0	0	0	0	5.4	800	0.4	6.67	6.4	180	1820	6.4	400	6.5	2200	6.6	590	6.5	5.6	6.31	1700	0	1118640	0	0	
VCC	10.6	8.8	9.7	0	0	9	1000	9.5	400	-0.2	-2.06	9.5	100	100	9.7	50	10.6	10	0	0	9.5	9.5	9.5	0	0	587210	0	0	
VCG	27.6	22.6	25.1	24.8	3310	24.9	640	25	450	0	0	25.1	60	6540	25.1	550	25.2	1090	25.3	210	25.1	24.8	24.97	0	720	21437939	0	0	
HUT	2.2	1.8	2	0	0	1.8	144020	1.9	263320	0	0	2	300	669940	2	9940	2.1	201400	2.2	264430	2.1	1.9	2	0	1540	12144527	0	0	
C69	6.6	5.4	6	5.8	430	5.9	1130	6	4080	0.1	1.67	6.1	140	16610	6.1	1270	6.2	1430	6.3	2230	6.2	6	6.06	0	0	734960	0	0	
RCL	14.7	12.1	13.4	12.5	30	12.6	110	12.8	150	-0.4	-2.99	13	60	690	13.4	2000	0	0	0	0	13.2	13	13.12	0	0	475591	0	0	
SD4	4.1	3.5	3.8	0	0	0	0	3.5	10	0	0	0	0	0	3.9	730	4.1	600	0	0	0	0	3.8	0	0	464786	0	0	
SD6	2.7	2.3	2.5	0	0	0	0	2.3	1150	-0.1	-4	2.4	50	750	2.4	160	2.5	540	2.6	2240	2.4	2.3	2.39	0	0	1226674	0	0	
SD2	6.3	5.3	5.8	0	0	0	0	5.4	10	0	0	0	0	0	6	90	6.2	3320	6.3	300	0	0	5.8	0	0	619005	0	0	
KTT	4.5	3.7	4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1	0	0	143424	0	0	
CTX	11	9	10	0	0	9	310	9.1	20	-0.6	-6	9.4	10	90	9.5	10	9.6	140	9.7	120	9.6	9.3	9.47	0	0	3865356	0	0	
SD9	5.7	4.7	5.2	4.7	20	4.8	500	4.9	20	0	0	5.2	50	90	5.1	30	5.2	2150	5.3	20	5.2	5	5.13	0	0	1436671	0	0	
SCI	14.8	12.2	13.5	13.6	480	13.7	790	13.8	810	0.5	3.7	14	80	20850	14	540	14.1	670	14.2	1030	14.5	13.6	13.99	0	0	592894	0	0	
AME	7.8	6.4	7.1	6.5	10	6.6	100	6.8	10	0	0	0	0	0	7.2	10	7.3	20	7.6	10	0	0	7.1	0	0	1092620	0	0	
VXB	7	5.8	6.4	0	0	0	0	0	0	-0.6	-9.37	5.8	40	40	5.8	10	6.3	60	6.4	1000	5.8	5.8	5.8	0	0	198381	0	0	
DTD	13.5	11.1	12.3	12	2300	12.1	670	12.2	1240	-0.1	-0.81	12.2	40	4730	12.3	290	12.4	1450	12.5	2010	12.4	12.2	12.31	0	0	1202579	0	0	
VE3	6.7	5.5	6.1	0	0	0	0	0	0	0	0	0	0	0	6	100	6.4	90	6.5	100	0	0	6.1	0	0	56589	0	0	
