HNXMAN
180.6
-0.08	-0.04
4271200	66.82	
CTP	3.4	2.8	3.1	0	0	2.8	1300	2.9	250	0	0	3.1	10	790	3.1	860	3.2	100	3.3	200	3.1	3	3.02	0	0	583701	0	0	
CTT	10.5	8.7	9.6	0	0	0	0	9.6	500	0	0	0	0	0	0	0	0	0	0	0	0	0	9.6	0	0	228970	0	0	
CTB	34.6	28.4	31.5	31.5	20	32	100	32.5	100	2.5	7.94	34	30	610	34	70	34.6	300	0	0	34	29.5	29.8	30	0	586195	0	0	
PMP	8.9	7.3	8.1	0	0	7.7	60	8	20	0	0	0	0	0	8.8	10	0	0	0	0	0	0	8.1	0	0	203380	0	0	
TTC	11.9	9.9	10.9	9.9	230	10	70	10.5	20	0	0	10.9	20	20	11.9	20	0	0	0	0	10.9	10.9	10.9	0	0	259298	0	0	
QNC	3.7	3.1	3.4	0	0	0	0	3.2	60	0.3	8.82	3.7	10	20	3.7	10	0	0	0	0	3.7	3.2	3.45	0	0	968113	0	0	
NHP	0.4	0.2	0.3	0	0	0.2	22860	0.3	70810	0.1	33.33	0.4	30	10410	0.4	54880	0	0	0	0	0.4	0.3	0.4	0	0	1335938	0	0	
NET	52.1	42.7	47.4	45.1	300	45.2	10	45.5	90	0	0	0	0	0	49	100	51	60	52	10	0	0	47.4	0	0	1080086	0	0	
MCC	12.7	10.5	11.6	0	0	0	0	11.6	210	0	0	11.6	140	140	12.4	80	0	0	0	0	11.6	11.6	11.6	0	0	240366	0	0	
NBW	27.6	22.6	25.1	22.6	30	22.7	100	23	60	0	0	0	0	0	25.2	50	25.5	50	26	50	0	0	25.1	0	0	225960	0	0	
NBP	13.2	10.8	12	0	0	0	0	10.8	20	-1.2	-10	10.8	190	500	12.4	130	12.5	40	12.8	100	10.8	10.8	10.8	0	0	530279	0	0	
BLF	3	2.6	2.8	0	0	2.7	300	2.8	130	0.2	7.14	3	50	1910	3	3140	0	0	0	0	3	2.9	2.91	0	0	536148	0	0	
MBG	7	5.8	6.4	6	14330	6.1	4760	6.2	650	-0.1	-1.56	6.3	310	60230	6.3	2830	6.4	4980	6.5	11330	6.5	6	6.15	0	0	2111227	0	0	
