HNXMSCAP
141.11
0.91	0.65
8730800	39.08	
LBE	41.4	34	37.7	0	0	0	0	0	0	0	0	0	0	0	37.7	20	0	0	0	0	0	0	37.7	0	0	53330	0	0	
NGC	2.7	2.3	2.5	0	0	0	0	0	0	-0.2	-8	2.3	40	610	2.4	100	2.5	1280	2.7	140	2.7	2.3	2.31	0	0	81496	0	0	
TSB	7.7	6.3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	330508	0	0	
CSC	24.3	19.9	22.1	20.1	30	20.7	170	22	20	0	0	0	0	0	22.6	10	22.7	20	23.5	10	0	0	22.1	0	0	942189	0	0	
CTC	3.6	3	3.3	0	0	0	0	3	1000	0	0	0	0	0	3.5	190	0	0	0	0	0	0	3.3	0	0	430569	0	0	
VXB	7.7	6.3	7	0	0	0	0	0	0	0	0	0	0	0	7	100	7.1	20	7.4	100	0	0	7	0	0	198381	0	0	
TTC	11.9	9.9	10.9	9.9	230	10	70	10.5	20	0	0	10.9	20	20	11.9	20	0	0	0	0	10.9	10.9	10.9	0	0	259298	0	0	
SSM	7.9	6.5	7.2	0	0	0	0	0	0	0	0	0	0	0	7.5	410	7.8	150	7.9	80	0	0	7.2	0	0	248263	0	0	
STP	6.9	5.7	6.3	5.8	20	5.9	10	6	10	0	0	6.3	10	10	6.8	600	6.9	1000	0	0	6.3	6.3	6.3	0	0	388193	0	0	
HLC	8.4	7	7.7	0	0	0	0	0	0	0	0	0	0	0	7.7	20	7.8	20	7.9	20	0	0	7.7	0	0	1102303	0	0	
BXH	15.9	13.1	14.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.5	0	0	147589	0	0	
STC	16.9	13.9	15.4	0	0	14	30	14.6	40	0	0	0	0	0	16	40	16.9	280	0	0	0	0	15.4	0	0	245841	0	0	
CTP	3.4	2.8	3.1	0	0	2.8	1300	2.9	250	0	0	3.1	10	790	3.1	860	3.2	100	3.3	200	3.1	3	3.02	0	0	583701	0	0	
HLY	49	40.2	44.6	0	0	0	0	0	0	0	0	0	0	0	40.2	70	0	0	0	0	0	0	44.6	0	0	43044	0	0	
HLD	22.2	18.2	20.2	20	160	20.1	140	20.2	100	0	0	20.2	500	8460	20.3	500	20.4	600	20.5	1040	21.7	20.2	20.74	10	10	808844	0	0	
C92	7.4	6.2	6.8	0	0	0	0	0	0	-0.6	-8.82	6.2	70	70	6.2	230	7.4	10	0	0	6.2	6.2	6.2	0	0	258285	0	0	
HBS	2.2	1.8	2	0	0	1.8	5990	1.9	300	-0.1	-5	1.9	10	280	2	230	2.1	2480	2.2	780	2	1.9	2	0	0	1594525	0	0	
HAD	15.6	12.8	14.2	14	10	14.1	20	14.2	250	0	0	14.2	30	310	14.4	100	14.5	710	14.7	100	14.5	14.2	14.28	0	0	156539	0	0	
MKV	11	9	10	0	0	0	0	0	0	0	0	0	0	0	11	20	0	0	0	0	0	0	10	0	0	221284	0	0	
S55	25.4	20.8	23.1	20.8	100	22.5	170	22.7	90	0	0	0	0	0	23.1	20	24	100	24.6	100	0	0	23.1	0	0	485782	0	0	
QST	12.7	10.5	11.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.6	0	0	79380	0	0	
DXP	11.3	9.3	10.3	10	210	10.1	50	10.2	50	0	0	10.3	10	2010	10.3	390	10.4	190	10.7	20	10.3	10.3	10.3	0	1430	277927	0	0	
CVN	11.2	9.2	10.2	10.1	130	10.2	240	10.3	10	0.6	5.88	10.8	10	3760	10.8	40	10.9	70	11	1940	11	9.6	10.24	0	0	404110	0	0	
BTW	44	36	40	0	0	0	0	0	0	0	0	0	0	0	36	100	40	280	0	0	0	0	40	0	0	265131	0	0	
BTS	4.7	3.9	4.3	0	0	3.9	10	4	100	-0.3	-6.98	4	50	50	4.2	20	4.3	60	4.6	60	4	4	4	0	0	5863673	0	0	
LIG	3.4	2.8	3.1	2.8	600	2.9	3260	3	290	0	0	3.1	10	6090	3.1	790	3.2	3220	3.3	600	3.2	3	3.03	0	0	2136093	0	0	
CX8	9.4	7.8	8.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.6	0	0	102786	0	0	
ITQ	2.5	2.1	2.3	2.1	11800	2.2	9690	2.3	4550	0.1	4.35	2.4	10	6170	2.4	8110	2.5	7340	0	0	2.4	2.3	2.31	0	0	1165771	0	0	
SHE	19.8	16.2	18	18	220	18.1	70	18.2	10	0.2	1.11	18.2	50	90	19	390	19.5	300	19.8	200	18.2	18.2	18.2	0	0	229040	0	0	
SIC	9.6	8	8.8	0	0	8	230	8.1	10	-0.6	-6.82	8.2	10	20	8.7	100	8.8	400	8.9	100	8.2	8.1	8.15	0	0	1168848	0	0	
HTC	25.8	21.2	23.5	23.3	70	23.5	100	23.6	100	0	0	23.5	50	50	25.6	10	25.8	300	0	0	23.5	23.5	23.5	0	0	524030	0	0	
CIA	12.5	10.3	11.4	11.5	220	11.6	120	11.7	90	0.3	2.63	11.7	10	180	11.8	390	12	50	12.2	10	11.8	11.6	11.77	0	0	565434	0	0	
CJC	18.8	15.4	17.1	0	0	0	0	0	0	0	0	0	0	0	17.1	2000	0	0	0	0	0	0	17.1	0	0	194710	0	0	
HTP	8.8	7.2	8	7.3	50	7.4	30	8	180	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	88044	0	0	
VNT	55.4	45.4	50.4	46	10	46.1	20	50.4	530	5	9.92	55.4	10	30	55.4	10	0	0	0	0	55.4	55	55.27	0	0	410950	0	0	
SJC	0.8	0.6	0.7	0.6	160	0.7	220	0.8	930	0.1	14.29	0.8	200	600	0	0	0	0	0	0	0.8	0.8	0.8	0	0	350709	0	0	
TKU	14.1	11.7	12.9	0	0	0	0	11.7	30	0	0	0	0	0	12.1	20	12.2	500	12.3	300	0	0	12.9	0	0	54256	0	0	
SJ1	27.5	22.5	25	0	0	0	0	0	0	0	0	0	0	0	22.5	500	25	100	27	10	0	0	25	0	0	1029806	0	0	
WSS	1.9	1.7	1.8	0	0	0	0	1.7	1990	-0.1	-5.56	1.7	10	10	1.9	220	0	0	0	0	1.7	1.7	1.7	0	0	2346880	0	0	
BII	0.8	0.6	0.7	0	0	0.6	92260	0.7	3520	0	0	0.7	500	4780	0.8	51750	0	0	0	0	0.7	0.7	0.7	0	0	2470175	0	0	
CLH	19.5	16.1	17.8	16.5	300	16.6	210	17	20	-0.7	-3.93	17.1	10	20	17.7	110	17.8	160	19.5	200	17.2	17.1	17.15	0	0	488530	0	0	
DPC	11.3	9.3	10.3	9.6	30	10	300	10.1	50	0	0	0	0	0	10.8	40	11	20	11.3	50	0	0	10.3	0	0	106768	0	0	
NBC	6.7	5.5	6.1	5.9	200	6	1200	6.1	290	0.1	1.64	6.2	10	2350	6.2	1740	6.3	7920	6.4	3600	6.2	6.1	6.11	390	0	1525350	0	0	
NAP	14.3	11.7	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	1054342	0	0	
PEN	5.5	4.5	5	0	0	4.5	50	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	245000	0	0	
MAC	5.1	4.3	4.7	0	0	4.4	80	4.6	10	0	0	4.7	100	100	4.7	150	4.8	10	5	1510	4.7	4.7	4.7	0	100	715244	0	0	
NBP	13.2	10.8	12	0	0	0	0	10.8	20	-1.2	-10	10.8	190	500	12.4	130	12.5	40	12.8	100	10.8	10.8	10.8	0	0	530279	0	0	
SMN	9.5	7.9	8.7	0	0	7.9	90	8	10	0	0	0	0	0	8.7	190	8.9	120	9.4	100	0	0	8.7	0	0	211355	0	0	
BKC	6.1	5.1	5.6	5.1	100	5.2	100	5.3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6	0	0	573668	0	0	
NBW	27.6	22.6	25.1	22.6	30	22.7	100	23	60	0	0	0	0	0	25.2	50	25.5	50	26	50	0	0	25.1	0	0	225960	0	0	
VSA	15.5	12.7	14.1	14.1	50	14.5	10	14.8	90	1.4	9.93	15.5	10	20	0	0	0	0	0	0	15.5	14.8	15.15	0	0	635133	0	0	
MAS	39	32	35.5	35.5	30	35.6	10	35.7	10	0.1	0.28	35.6	30	60	37.9	10	38	10	38.4	100	38.5	35.6	36.37	0	0	163962	0	0	
VTL	16.1	13.3	14.7	0	0	13.6	10	13.7	10	-1.4	-9.52	13.3	10	10	0	0	0	0	0	0	13.3	13.3	13.3	0	0	243261	0	0	
VTJ	5.8	4.8	5.3	0	0	0	0	0	0	0	0	0	0	0	5.5	30	5.8	250	0	0	0	0	5.3	0	0	558430	0	0	
PIC	9.9	8.1	9	8.1	30	8.2	50	8.5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1633642	0	0	
VTH	11.5	9.5	10.5	0	0	0	0	0	0	0	0	0	0	0	11.5	10	0	0	0	0	0	0	10.5	0	0	243990	0	0	
VTV	7.7	6.3	7	0	0	6.4	50	6.5	50	0	0	0	0	0	7.2	70	7.4	210	7.5	90	0	0	7	0	0	1522519	0	0	
VTS	31.3	25.7	28.5	0	0	0	0	0	0	0	0	0	0	0	25.7	190	28.5	10	0	0	0	0	28.5	0	0	52936	0	0	
BLF	3	2.6	2.8	0	0	2.7	300	2.8	130	0.2	7.14	3	50	1910	3	3140	0	0	0	0	3	2.9	2.91	0	0	536148	0	0	
SMT	13.2	10.8	12	0	0	0	0	0	0	0.4	3.33	12.4	10	40	12.4	40	12.5	100	0	0	12.4	10.8	11.2	10	0	104746	0	0	
VTC	11	9	10	0	0	0	0	9	70	0	0	0	0	0	10.4	170	10.5	10	11	690	0	0	10	0	0	169242	0	0	
DBT	11.7	9.7	10.7	9.8	200	10	220	10.1	200	0	0	0	0	0	11	340	11.2	90	0	0	0	0	10.7	0	0	0	0	0	
HJS	25.3	20.7	23	20.8	50	21.5	50	23	100	0	0	0	0	0	24.9	100	25.3	30	0	0	0	0	23	0	0	1027132	0	0	
CAN	24.3	19.9	22.1	0	0	20.1	40	20.6	30	-1.9	-8.6	20.2	10	10	24.3	30	0	0	0	0	20.2	20.2	20.2	0	0	123068	0	0	
CAP	31.1	25.5	28.3	28.4	370	28.5	410	28.6	10	0.7	2.47	29	10	980	29	340	29.2	100	29.5	120	29	28.3	28.4	0	0	247998	0	0	
HKB	0.8	0.6	0.7	0	0	0	0	0.6	74270	-0.1	-14.29	0.6	50	1020	0.7	26950	0.8	65110	0	0	0.7	0.6	0.65	0	0	2462558	0	0	
L43	2.9	2.5	2.7	0	0	0	0	0	0	0	0	0	0	0	2.8	90	2.9	150	0	0	0	0	2.7	0	0	171450	0	0	
GKM	19.4	16	17.7	17.2	50	17.3	70	17.4	10	0.1	0.56	17.8	150	25610	17.8	270	17.9	820	18	670	17.9	17.4	17.63	0	0	729301	0	0	
LUT	2	1.8	1.9	0	0	0	0	1.8	10	0	0	0	0	0	1.9	310	2	660	0	0	0	0	1.9	0	0	732722	0	0	
VHE	6.1	5.1	5.6	5.1	130	5.2	20	5.3	20	0	0	5.6	20	70	5.6	70	6	330	6.1	490	5.6	5.6	5.6	0	0	0	0	0	
VGP	12.8	10.6	11.7	10.7	500	10.8	1000	10.9	300	0	0	0	0	0	11.5	30	11.6	10	11.7	170	0	0	11.7	0	0	386558	0	0	
VGS	8.8	7.2	8	7.9	780	8	470	8.1	480	0.2	2.5	8.2	200	2470	8.2	2330	8.3	320	8.4	100	8.2	8	8.07	0	0	1997545	0	0	
FID	1.1	0.9	1	0	0	0	0	0.9	1750	0.1	10	1.1	20	1470	1.1	4040	0	0	0	0	1.1	0.9	1	0	0	1151466	0	0	
KTT	4.5	3.7	4.1	0	0	0	0	0	0	0	0	4.1	10	10	4.5	10	0	0	0	0	4.1	4.1	4.1	0	0	143424	0	0	
KTS	8.9	7.3	8.1	7.5	50	8	50	8.1	40	0	0	8.1	10	10	8.9	40	0	0	0	0	8.1	8.1	8.1	0	0	192493	0	0	
BBS	12.6	10.4	11.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.5	0	0	291494	0	0	
BAX	47.1	38.7	42.9	41	100	41.2	10	41.3	10	0	0	42.9	40	40	42.8	20	42.9	90	43.1	20	42.9	42.9	42.9	0	0	387100	0	0	
L62	7.7	6.3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	
L61	14.1	11.7	12.9	0	0	0	0	0	0	0	0	0	0	0	11.7	50	12.5	70	13	20	0	0	12.9	0	0	0	0	0	
KVC	0.9	0.7	0.8	0	0	0.7	33550	0.8	143100	0.1	12.5	0.9	50	36360	0.9	19680	0	0	0	0	0.9	0.8	0.9	1560	0	2271220	0	0	
AAV	5.8	4.8	5.3	5.3	8280	5.4	7570	5.5	2690	0.3	5.66	5.6	200	68500	5.7	3410	5.8	11570	0	0	5.7	5.4	5.58	0	0	0	0	0	
EID	11.6	9.6	10.6	10.5	100	10.6	4340	10.7	420	0.1	0.94	10.7	100	2250	10.8	400	10.9	510	11	20	10.8	10.7	10.74	760	500	384855	0	0	
SCI	15	12.4	13.7	13.4	330	13.5	500	13.6	20	-0.1	-0.73	13.6	30	760	13.7	100	13.8	240	14	1170	13.6	13.5	13.5	0	0	592894	0	0	
SD9	5.5	4.5	5	4.6	100	4.7	100	4.8	20	0	0	5	1000	1210	5	6520	5.1	130	5.2	20	5	4.5	4.96	0	1000	1436671	0	0	
SEB	33.4	27.4	30.4	28.5	320	29	1000	29.1	50	-1.3	-4.28	29.1	50	210	30.5	100	30.9	20	31	370	31	29.1	30.34	0	0	1564244	0	0	
VKC	2.8	2.4	2.6	0	0	2.4	2010	2.5	1160	-0.1	-3.85	2.5	110	6910	2.6	1960	2.7	5880	2.8	4180	2.6	2.5	2.5	0	0	695533	0	0	
SED	15.4	12.6	14	13.1	10	13.2	20	13.4	90	0	0	14	50	80	14.2	500	14.4	10	14.6	10	14.1	14	14.04	80	80	335509	0	0	
HBE	7.4	6.2	6.8	0	0	0	0	6.2	40	0	0	0	0	0	7.2	60	0	0	0	0	0	0	6.8	0	0	62866	0	0	
ATS	29.3	24.1	26.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.7	0	0	171480	0	0	
HAT	21.5	17.7	19.6	19	30	19.1	110	19.3	30	0.3	1.53	19.9	40	150	19.7	100	19.8	100	19.9	30	19.9	19.1	19.63	0	0	129692	0	0	
THB	9.5	7.9	8.7	0	0	8	50	8.3	200	0	0	0	0	0	9.2	30	9.3	70	9.5	260	0	0	8.7	0	0	513383	0	0	
THT	8.5	7.1	7.8	7.5	1390	7.6	110	7.7	60	0	0	7.8	10	770	7.8	70	7.9	170	8.3	20	7.9	7.5	7.62	0	400	726556	0	0	
